listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
Dr. Janine Charisse Malcolm,Specialists;Endocrinology,"Endocrinology · Ottawa Hospital - Riverside Campus, 4th Floor, 1967 Riverside Drive, Ottawa, K1H 7W9","Specialty: Endocrinology
Location: Ottawa Hospital - Riverside Campus, 4th Floor, 1967 Riverside Drive, Ottawa, K1H 7W9
Phone: (613) 738-8400
Fax: (613) 738-8261
Languages: En",,(613) 738-8400,(613) 738-8261,,Endocrinology;En,"Ottawa Hospital - Riverside Campus, 4th Floor, 1967 Riverside Drive, Ottawa, K1H 7W9",K1H,Sana,opc-specialist-726bf0c3c5c3e897
Dr. Jill Mary Trinacty,Specialists;Endocrinology,"Endocrinology · Suite 208, 4100 Strandherd Drive, Nepean, K2J 0V2","Specialty: Endocrinology
Location: Suite 208, 4100 Strandherd Drive, Nepean, K2J 0V2
Phone: (613) 505-9704
Languages: En",,(613) 505-9704,,,Endocrinology;En,"Suite 208, 4100 Strandherd Drive, Nepean, K2J 0V2",K2J,Sana,opc-specialist-f4cf00637b510507
Dr. Justin Joseph Morein,Specialists;Endocrinology,"Endocrinology · 208-4100 Strandherd Dr, Nepean, K2J 0V2","Specialty: Endocrinology
Location: 208-4100 Strandherd Dr, Nepean, K2J 0V2
Phone: (613) 505-9704
Fax: (613) 505-9707
Languages: En",,(613) 505-9704,(613) 505-9707,,Endocrinology;En,"208-4100 Strandherd Dr, Nepean, K2J 0V2",K2J,Sana,opc-specialist-93ad18d792139829
Dr. Phyllis Ruth McPherson,Specialists;Endocrinology,"Endocrinology · Ottawa Heart Institute, Room H4203, 40 Ruskin Street, Ottawa, K1Y 4W7","Specialty: Endocrinology
Location: Ottawa Heart Institute, Room H4203, 40 Ruskin Street, Ottawa, K1Y 4W7
Phone: (613) 696-7341
Fax: (613) 696-7130
Languages: Fr, En",,(613) 696-7341,(613) 696-7130,,"Endocrinology;Fr, En","Ottawa Heart Institute, Room H4203, 40 Ruskin Street, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-0240c1b63faf080b
Dr. Tammy Yau Shaw,Specialists;Family Medicine (specialty-listed);Internal Medicine (General),"Family Medicine (specialty-listed) · The Ottawa Hospital-General Campus, Department of Medicine, 501 Smyth Road CPCR Box 209, Ottawa, K1H 8L6","Specialty: Family Medicine (specialty-listed)
Location: The Ottawa Hospital-General Campus, Department of Medicine, 501 Smyth Road CPCR Box 209, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8688
Languages: En",,(613) 737-8899,(613) 737-8688,,Family Medicine (specialty-listed);En;Internal Medicine (General),"The Ottawa Hospital-General Campus, Department of Medicine, 501 Smyth Road CPCR Box 209, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-d037f70c3ebad4ad
Dr. Alaa Rostom,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital - Civic Campus — A1 Endoscopy Unit, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital - Civic Campus — A1 Endoscopy Unit, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En, Fr, Arabic",,(613) 798-5555,,,"Gastroenterology & Hepatology;En, Fr, Arabic","The Ottawa Hospital - Civic Campus — A1 Endoscopy Unit, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-a701a9de95e331d1
Dr. Angela Catherine Cheung,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital - General Campus — 501 Smyth Rd, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital - General Campus — 501 Smyth Rd, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-6107
Languages: En, Fr",,(613) 737-8899,(613) 737-6107,,"Gastroenterology & Hepatology;En, Fr","The Ottawa Hospital - General Campus — 501 Smyth Rd, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-aead8f6a07b97735
Dr. Avijit Chatterjee,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital - General Campus — Room W1210, 501 Smyth Road, Ottawa, K2H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital - General Campus — Room W1210, 501 Smyth Road, Ottawa, K2H 8L6
Phone: (613) 737-8899
Fax: (613) 739-6688
Languages: En, Spanish, Fr",,(613) 737-8899,(613) 739-6688,,"Gastroenterology & Hepatology;En, Spanish, Fr","The Ottawa Hospital - General Campus — Room W1210, 501 Smyth Road, Ottawa, K2H 8L6",K2H,Sana,opc-specialist-d3735952f32ba3d1
Dr. Barbara Bielawska,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital - General Campus — Box 255, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital - General Campus — Box 255, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8806
Languages: En, Polish",,(613) 737-8899,(613) 737-8806,,"Gastroenterology & Hepatology;En, Polish","The Ottawa Hospital - General Campus — Box 255, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-7da6eadc6d29e0fd
Dr. Catherine Dube,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: Gastroenterology & Hepatology
Location: 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-5487
Languages: En, Fr",,(613) 798-5555,(613) 761-5487,,"Gastroenterology & Hepatology;En, Fr","1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-cb9471a2ef4b6ca2
Dr. Erin Margaret Mary Kelly,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital-General Campus, Department of Gastroenterology, Box 255 Room, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital-General Campus, Department of Gastroenterology, Box 255 Room, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8296
Languages: Fr, En",,(613) 737-8899,(613) 737-8296,,"Gastroenterology & Hepatology;Fr, En","The Ottawa Hospital-General Campus, Department of Gastroenterology, Box 255 Room, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-8074478ffc2cfb79
Dr. Harinder Singh Dhaliwal,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · A1-Endoscopy, 1053 Carling Avenue, The Ottawa Hospital--Civic Campus, Ottawa, K1Y 4E9","Specialty: Gastroenterology & Hepatology
Location: A1-Endoscopy, 1053 Carling Avenue, The Ottawa Hospital--Civic Campus, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-4020
Languages: En, Panjabi",,(613) 798-5555,(613) 761-4020,,"Gastroenterology & Hepatology;En, Panjabi","A1-Endoscopy, 1053 Carling Avenue, The Ottawa Hospital--Civic Campus, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-0bd58d818a5c3171
Dr. Jeffrey David McCurdy,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital - Division of G, 737 (Suite 70) Parkdale Ave, Ottawa Ontario, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital - Division of G, 737 (Suite 70) Parkdale Ave, Ottawa Ontario, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 761-4949
Languages: En",,(613) 737-8899,(613) 761-4949,,Gastroenterology & Hepatology;En,"The Ottawa Hospital - Division of G, 737 (Suite 70) Parkdale Ave, Ottawa Ontario, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-80a6cfb051cf5bbf
Dr. Navaaz Ahmed Saloojee,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital, General Site, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital, General Site, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 798-5555
Fax: (613) 737-8599
Languages: En",,(613) 798-5555,(613) 737-8599,,Gastroenterology & Hepatology;En,"The Ottawa Hospital, General Site, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-21a02dc20ee08a2d
Dr. Pearl Yao Tan,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · 501 Smyth Road, The Ottawa Hospital General Campus, Division of Gastroenterology, Ottawa, K1H 8M2","Specialty: Gastroenterology & Hepatology
Location: 501 Smyth Road, The Ottawa Hospital General Campus, Division of Gastroenterology, Ottawa, K1H 8M2
Phone: (613) 737-8899
Fax: (613) 761-4513
Languages: En",,(613) 737-8899,(613) 761-4513,,Gastroenterology & Hepatology;En,"501 Smyth Road, The Ottawa Hospital General Campus, Division of Gastroenterology, Ottawa, K1H 8M2",K1H,Sana,opc-specialist-26b4d106c5a26e75
Dr. Ralph Francis Lee,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · Unit 78, 737 Parkdale Avenue, Ottawa, K1Y 1J8","Specialty: Gastroenterology & Hepatology
Location: Unit 78, 737 Parkdale Avenue, Ottawa, K1Y 1J8
Phone: (613) 798-5555
Fax: (613) 761-4147
Languages: En",,(613) 798-5555,(613) 761-4147,,Gastroenterology & Hepatology;En,"Unit 78, 737 Parkdale Avenue, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-97ace299b1d02c0a
Dr. Richmond Go Sy,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital General Campus, Box 191, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital General Campus, Box 191, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8699
Languages: En",,(613) 737-8899,(613) 737-8699,,Gastroenterology & Hepatology;En,"The Ottawa Hospital General Campus, Box 191, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-7911b06f08f2862a
Dr. Sana Kenshil,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital Civic Campus, 737 Parkdale Ave, Ottawa, K1Y 1J8","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital Civic Campus, 737 Parkdale Ave, Ottawa, K1Y 1J8
Phone: (613) 798-5555
Fax: (613) 738-8434
Languages: En",,(613) 798-5555,(613) 738-8434,,Gastroenterology & Hepatology;En,"The Ottawa Hospital Civic Campus, 737 Parkdale Ave, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-3d3867f15786b1fc
Dr. Sanjay Krishna Murthy,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · 501 Smyth Road Unit W1212, Ottawa, K1H 8L6","Specialty: Gastroenterology & Hepatology
Location: 501 Smyth Road Unit W1212, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8715
Languages: Fr, Kannada, En",,(613) 737-8899,(613) 737-8715,,"Gastroenterology & Hepatology;Fr, Kannada, En","501 Smyth Road Unit W1212, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-32a8b18460be67c7
Dr. Stephanie Denise Canning,Specialists;Gastroenterology & Hepatology,"Gastroenterology & Hepatology · The Ottawa Hospital, Department of Gatroenterology, 1053 Carling Ave, Ottawa, K1Y 4E9","Specialty: Gastroenterology & Hepatology
Location: The Ottawa Hospital, Department of Gatroenterology, 1053 Carling Ave, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,Gastroenterology & Hepatology;En,"The Ottawa Hospital, Department of Gatroenterology, 1053 Carling Ave, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-01c0bb4f312c5347
Dr. Amy Anne Neville,Specialists;General Surgery,"General Surgery · The Ottawa Hospital - Civic Campus — CPC suite 344, 1053 Carling Ave, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: The Ottawa Hospital - Civic Campus — CPC suite 344, 1053 Carling Ave, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-4124
Languages: En, Fr",,(613) 798-5555,(613) 761-4124,,"General Surgery;En, Fr","The Ottawa Hospital - Civic Campus — CPC suite 344, 1053 Carling Ave, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-224c878b5b5904e5
Dr. Brittany Lee Dingley,Specialists;General Surgery,"General Surgery · The Ottawa Hospital - General Campus — 501 Smyth Rd, Surgical Oncology/Department of Surgery, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital - General Campus — 501 Smyth Rd, Surgical Oncology/Department of Surgery, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8659
Languages: En",,(613) 737-8899,(613) 737-8659,,General Surgery;En,"The Ottawa Hospital - General Campus — 501 Smyth Rd, Surgical Oncology/Department of Surgery, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-0cfc469c18cd64e3
Dr. Caolan Matthew John Walsh,Specialists;General Surgery,"General Surgery · Room 339, 737 Parkdale Avenue, Ottawa, K1Y 1J8","Specialty: General Surgery
Location: Room 339, 737 Parkdale Avenue, Ottawa, K1Y 1J8
Phone: (613) 798-5555
Languages: En, Fr",,(613) 798-5555,,,"General Surgery;En, Fr","Room 339, 737 Parkdale Avenue, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-736ea85cef2641e4
Dr. Carolyn Nessim,Specialists;General Surgery,"General Surgery · The Ottawa Hospital - General Campus — 501 Smyth Road, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital - General Campus — 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8659
Languages: En, Fr",,(613) 737-8899,(613) 737-8659,,"General Surgery;En, Fr","The Ottawa Hospital - General Campus — 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-dc220aca217faff8
Dr. Dennis Desai,Specialists;General Surgery,"General Surgery · MacKenzie Health — 875 Carling Ave, Ottawa, K1S 5P1","Specialty: General Surgery
Location: MacKenzie Health — 875 Carling Ave, Ottawa, K1S 5P1
Phone: (613) 725-2000
Languages: En",,(613) 725-2000,,,General Surgery;En,"MacKenzie Health — 875 Carling Ave, Ottawa, K1S 5P1",K1S,Sana,opc-specialist-e12776ae4b26f673
Dr. Derek Jason Roberts,Specialists;General Surgery;Vascular Surgery,"General Surgery · The Ottawa Hospital - Civic Campus — Division of Vascular Surgery, 1053 Carling Ave, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: The Ottawa Hospital - Civic Campus — Division of Vascular Surgery, 1053 Carling Ave, Ottawa, K1Y 4E9
Phone: (613) 722-7000
Languages: En",,(613) 722-7000,,,General Surgery;En;Vascular Surgery,"The Ottawa Hospital - Civic Campus — Division of Vascular Surgery, 1053 Carling Ave, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-f30832e747a2ae53
Dr. Donald Stephen Brown,Specialists;General Surgery;Vascular Surgery,"General Surgery · Ottawa Heart Institute — Room 3404B, Ottawa, K1Y 4W7","Specialty: General Surgery
Location: Ottawa Heart Institute — Room 3404B, Ottawa, K1Y 4W7
Phone: (613) 696-7001
Fax: (613) 696-7116
Languages: En, Fr",,(613) 696-7001,(613) 696-7116,,"General Surgery;En, Fr;Vascular Surgery","Ottawa Heart Institute — Room 3404B, Ottawa, K1Y 4W7",K1Y,Sana,opc-specialist-85f10b07e1e8744c
Dr. Erin Doris Cordeiro,Specialists;General Surgery,"General Surgery · The Ottawa Hospital, General Campus, 501 Smyth Road, Ottawa, K1M 8L6","Specialty: General Surgery
Location: The Ottawa Hospital, General Campus, 501 Smyth Road, Ottawa, K1M 8L6
Phone: (613) 737-8428
Fax: (613) 737-8371
Languages: En",,(613) 737-8428,(613) 737-8371,,General Surgery;En,"The Ottawa Hospital, General Campus, 501 Smyth Road, Ottawa, K1M 8L6",K1M,Sana,opc-specialist-7f9eff739fe336f4
Dr. Fady Kamal Balaa,Specialists;General Surgery,"General Surgery · The Ottawa Hospital, General Campus, Critical Care Wing, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital, General Campus, Critical Care Wing, Ottawa, K1H 8L6
Phone: (613) 739-6979
Languages: En, Arabic",,(613) 739-6979,,,"General Surgery;En, Arabic","The Ottawa Hospital, General Campus, Critical Care Wing, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-2d9894a7ee37f079
Dr. George Elias Hajjar,Specialists;General Surgery;Vascular Surgery,"General Surgery · 1053 Carling Avenue, A280, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: 1053 Carling Avenue, A280, Ottawa, K1Y 4E9
Phone: (613) 761-4766
Fax: (613) 761-5362
Languages: En, Fr",,(613) 761-4766,(613) 761-5362,,"General Surgery;En, Fr;Vascular Surgery","1053 Carling Avenue, A280, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-9e2576ebcd15de6c
Dr. Guillaume Vincent Dominique Martel,Specialists;General Surgery,"General Surgery · The Ottawa Hospital General Campus, 501 Smyth Rd, CCW 1667, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital General Campus, 501 Smyth Rd, CCW 1667, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8665
Languages: Fr, En",,(613) 737-8899,(613) 737-8665,,"General Surgery;Fr, En","The Ottawa Hospital General Campus, 501 Smyth Rd, CCW 1667, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-4d7138406b114b2a
Dr. Husein Moloo,Specialists;General Surgery,"General Surgery · Department of General Surgery, The Ottawa Hospital - Civic Campus, CPC Building Room 300, Ottawa, K1Y 1J8","Specialty: General Surgery
Location: Department of General Surgery, The Ottawa Hospital - Civic Campus, CPC Building Room 300, Ottawa, K1Y 1J8
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,General Surgery;En,"Department of General Surgery, The Ottawa Hospital - Civic Campus, CPC Building Room 300, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-4c86b7a3363dfb59
Dr. Isabelle Marie Michelle Raiche,Specialists;General Surgery,"General Surgery · Ottawa Civic Hospital, Department of General Surgery, CPC Suite 327, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: Ottawa Civic Hospital, Department of General Surgery, CPC Suite 327, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En, Fr",,(613) 798-5555,,,"General Surgery;En, Fr","Ottawa Civic Hospital, Department of General Surgery, CPC Suite 327, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-a36427c214014324
Dr. Jad Abou Khalil,Specialists;General Surgery,"General Surgery · The Ottawa Hospital General Campus, Department of General Surgery, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital General Campus, Department of General Surgery, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 737-7777
Languages: En, Fr, Arabic",,(613) 737-7777,,,"General Surgery;En, Fr, Arabic","The Ottawa Hospital General Campus, Department of General Surgery, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-b7395615e6b1d28c
Dr. Joseph Mamazza,Specialists;General Surgery,"General Surgery · Ottawa Civic Hospital, CPC Suite 352, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: Ottawa Civic Hospital, CPC Suite 352, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-4124
Languages: En, Fr, Italian",,(613) 798-5555,(613) 761-4124,,"General Surgery;En, Fr, Italian","Ottawa Civic Hospital, CPC Suite 352, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-4fc09775dac4ab75
Dr. Joseph Philibert Jean Denis Yelle,Specialists;General Surgery,"General Surgery · Ottawa Hospital, 1053 Carling Avenue, CPC -1, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: Ottawa Hospital, 1053 Carling Avenue, CPC -1, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-4262
Languages: En, Fr",,(613) 798-5555,(613) 761-4262,,"General Surgery;En, Fr","Ottawa Hospital, 1053 Carling Avenue, CPC -1, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-cc9fef429a16856b
Dr. Kimberly Anne Bertens,Specialists;General Surgery,"General Surgery · Liver Pancreas Surgery Unit, The Ottawa Hospital- General Campus, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: General Surgery
Location: Liver Pancreas Surgery Unit, The Ottawa Hospital- General Campus, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 739-6979
Fax: (613) 739-6854
Languages: En",,(613) 739-6979,(613) 739-6854,,General Surgery;En,"Liver Pancreas Surgery Unit, The Ottawa Hospital- General Campus, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-c9371e4541387acd
Dr. Lara Judith Alexandra Williams,Specialists;General Surgery,"General Surgery · 305-737 Parkdale Ave, Ottawa, K1J 4E9","Specialty: General Surgery
Location: 305-737 Parkdale Ave, Ottawa, K1J 4E9
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,General Surgery;En,"305-737 Parkdale Ave, Ottawa, K1J 4E9",K1J,Sana,opc-specialist-7caabbfc81a270a3
Dr. Lisa Joanne Findlay-Shirras,Specialists;General Surgery,"General Surgery · The Ottawa Hospital-General Campus, 501 Smyth Rd, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital-General Campus, 501 Smyth Rd, Ottawa, K1H 8L6
Phone: (613) 722-7000
Languages: En, Fr",,(613) 722-7000,,,"General Surgery;En, Fr","The Ottawa Hospital-General Campus, 501 Smyth Rd, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-d990501c56f1c318
Dr. Lisa Zhang,Specialists;General Surgery,"General Surgery · 1053 Carling Ave, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: 1053 Carling Ave, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En, Mandarin Chinese",,(613) 798-5555,,,"General Surgery;En, Mandarin Chinese","1053 Carling Ave, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-e58f7b45e5de5840
Dr. Maher M Matar,Specialists;General Surgery,"General Surgery · PARKDALE CLINIC, 334-737 PARKDALE AVE, Ottawa, K1Y 1J8","Specialty: General Surgery
Location: PARKDALE CLINIC, 334-737 PARKDALE AVE, Ottawa, K1Y 1J8
Phone: (613) 798-5555
Fax: (613) 761-5371
Languages: En, Arabic, Fr",,(613) 798-5555,(613) 761-5371,,"General Surgery;En, Arabic, Fr","PARKDALE CLINIC, 334-737 PARKDALE AVE, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-ec3e5f973bcc1db6
Dr. Martin Sheldon Friedlich,Specialists;General Surgery,"General Surgery · Ottawa Hospital General Campus, Room W1623 - CCW Building, 501 Smyth Road, Ottawa, K1H 8L6","Specialty: General Surgery
Location: Ottawa Hospital General Campus, Room W1623 - CCW Building, 501 Smyth Road, Ottawa, K1H 8L6
Phone: (613) 739-6650
Languages: En",,(613) 739-6650,,,General Surgery;En,"Ottawa Hospital General Campus, Room W1623 - CCW Building, 501 Smyth Road, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-3f77a97357202a7e
Dr. Nada Gawad,Specialists;General Surgery,"General Surgery · 1053 Carling Ave, The Ottawa Hospital, CPC Building, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: 1053 Carling Ave, The Ottawa Hospital, CPC Building, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Languages: En",,(613) 798-5555,,,General Surgery;En,"1053 Carling Ave, The Ottawa Hospital, CPC Building, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-91e23a50a1162f41
Dr. Oana Nicoleta Kolozsvari,Specialists;General Surgery,"General Surgery · Ottawa Hospital Civic Campus, Parkdale Clinic, 737 Parkdale Ave - CPC 327, Ottawa, K1Y 1J8","Specialty: General Surgery
Location: Ottawa Hospital Civic Campus, Parkdale Clinic, 737 Parkdale Ave - CPC 327, Ottawa, K1Y 1J8
Phone: (613) 798-5555
Fax: (613) 761-4124
Languages: En, Romanian, Fr",,(613) 798-5555,(613) 761-4124,,"General Surgery;En, Romanian, Fr","Ottawa Hospital Civic Campus, Parkdale Clinic, 737 Parkdale Ave - CPC 327, Ottawa, K1Y 1J8",K1Y,Sana,opc-specialist-903c0df3c0e1e989
Dr. Paul Maxwell Irwin,Specialists;General Surgery,"General Surgery · 150 Katimavik Rd, Kanata, K2L 2N2","Specialty: General Surgery
Location: 150 Katimavik Rd, Kanata, K2L 2N2
Phone: (613) 482-0118
Fax: (613) 702-0248
Languages: En",,(613) 482-0118,(613) 702-0248,,General Surgery;En,"150 Katimavik Rd, Kanata, K2L 2N2",K2L,Sana,opc-specialist-ccb2fe21d93b4665
Dr. Peter Norman Campbell Glen,Specialists;General Surgery,"General Surgery · The Ottawa Hospital, CPC Building Room 353, 1053 Carling Ave, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: The Ottawa Hospital, CPC Building Room 353, 1053 Carling Ave, Ottawa, K1Y 4E9
Phone: (613) 798-5555
Fax: (613) 761-5371
Languages: En",,(613) 798-5555,(613) 761-5371,,General Surgery;En,"The Ottawa Hospital, CPC Building Room 353, 1053 Carling Ave, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-b311c5f59cccc653
Dr. Prasad Jetty,Specialists;General Surgery;Vascular Surgery,"General Surgery · A 280, 1053 Carling Avenue, Ottawa, K1Y 4E9","Specialty: General Surgery
Location: A 280, 1053 Carling Avenue, Ottawa, K1Y 4E9
Phone: (613) 761-4766
Fax: (613) 761-5362
Languages: En, Fr, Telugu",,(613) 761-4766,(613) 761-5362,,"General Surgery;En, Fr, Telugu;Vascular Surgery","A 280, 1053 Carling Avenue, Ottawa, K1Y 4E9",K1Y,Sana,opc-specialist-8ff03bd1060d6163
Dr. Rebecca Ann Craufurd Auer,Specialists;General Surgery,"General Surgery · The Ottawa Hospital- General Campus, Division of General Surgery, CCW 1617 Box 134, Ottawa, K1H 8L6","Specialty: General Surgery
Location: The Ottawa Hospital- General Campus, Division of General Surgery, CCW 1617 Box 134, Ottawa, K1H 8L6
Phone: (613) 737-8899
Fax: (613) 737-8659
Languages: En, Fr",,(613) 737-8899,(613) 737-8659,,"General Surgery;En, Fr","The Ottawa Hospital- General Campus, Division of General Surgery, CCW 1617 Box 134, Ottawa, K1H 8L6",K1H,Sana,opc-specialist-2c428293a6bc5e5d
Dr. Reilly Patrick Musselman,Specialists;General Surgery,"General Surgery · 170-1130 Morrison Dr, Ottawa, K2H 9N6","Specialty: General Surgery
Location: 170-1130 Morrison Dr, Ottawa, K2H 9N6
Phone: (613) 225-8433
Fax: (613) 225-3652
Languages: En",,(613) 225-8433,(613) 225-3652,,General Surgery;En,"170-1130 Morrison Dr, Ottawa, K2H 9N6",K2H,Sana,opc-specialist-e5b9d09c22e1f6ea
Dr. Robin Paul Boushey,Specialists;General Surgery,"General Surgery · 1910 Saint Laurent Boulevard Unit 29, Ottawa Gastrointestinal Institute, Ottawa, K1G 1A4","Specialty: General Surgery
Location: 1910 Saint Laurent Boulevard Unit 29, Ottawa Gastrointestinal Institute, Ottawa, K1G 1A4
Phone: (613) 686-6656
Languages: En",,(613) 686-6656,,,General Surgery;En,"1910 Saint Laurent Boulevard Unit 29, Ottawa Gastrointestinal Institute, Ottawa, K1G 1A4",K1G,Sana,opc-specialist-c2c7bc3c455fd8f1
